Random vs Random;17.462340431148778
Random vs Random;10.09069978852915
Random vs TitForTat;13.074147518417151
TitForTat vs Random;12.160500720684892
Random vs TitForTatWithForgiveness;11.728408057172787
TitForTatWithForgiveness vs Random;6.48074069840786
Random vs Handshake;161.85277947017846
Handshake vs Random;66.41653074013693
Random vs Pavlov;82.18333164334481
Pavlov vs Random;35.48536474535821
TitForTat vs TitForTat;0.0
TitForTat vs TitForTat;0.0
Random vs TitForTatWithForgiveness;8.230026326405849
TitForTatWithForgiveness vs Random;10.055954565441423
TitForTat vs Handshake;0.0
Handshake vs TitForTat;0.0
Random vs Pavlov;87.23913494909648
Pavlov vs Random;39.46306289852998
TitForTatWithForgiveness vs TitForTatWithForgiveness;0.0
TitForTatWithForgiveness vs TitForTatWithForgiveness;0.0
TitForTatWithForgiveness vs Handshake;2.378141197564929
Handshake vs TitForTatWithForgiveness;9.620002310002032
TitForTatWithForgiveness vs Pavlov;0.0
Pavlov vs TitForTatWithForgiveness;0.0
Handshake vs Handshake;0.0
Handshake vs Handshake;0.0
TitForTatWithForgiveness vs Pavlov;0.0
Pavlov vs TitForTatWithForgiveness;0.0
Pavlov vs Pavlov;0.0
Pavlov vs Pavlov;0.0
